En, Ib
"How can you say to your brother, ‘Let me take the speck out of your eye,’ when all the time there is a plank in your own eye?","Ị ga ẹgaa je-asị nwane gi, ‘Bịa na mụ aahụfụ gụ ẹhịhịara ngwọ dị gị na ẹnya,’ ibe okpirikpi nkụ zetokwenuuru gịoni na ẹnya."
"You hypocrite, first take the plank out of your own eye, and then you will see clearly to remove the speck from your brother’s eye.","Gịa onye mma ihu ẹbọọnwa, buru ụzọ je-apalahịhaa okpirikpi nkụm zetooru gu na ẹnya ma ị hụchaa ụzọ welehi nwane gi ẹhịhịara ngwọ dị a na ẹnya."
"“Do not give dogs what is sacred; do not throw your pearls to pigs. If you do, they may trample them under their feet, and turn and tear you to pieces.","“Ewesiri ihe dị nsọ tụfụrụ nkịta , ma ọ bụgụ weri ihe baarị gị uru darị oke ọnụ ahịa tụfụrụ ezi. Wo je-azọtọsị a na ọkpa tụgarịkwaarị na-alụso gu ọgụ."
"Ask, Seek, Knock","Rịa, Chọa, Kụa Ẹka"
“Ask and it will be given to you; seek and you will find; knock and the door will be opened to you.,"“Rịa ihe ị chọrụ na a je-anị gị a, chọa na ị je-ịchọta, kụa ẹka na ụkpụkpanị a je-emeheri gi."
"For everyone who asks receives; the one who seeks finds; and to the one who knocks, the door will be opened.","Onye ọọbụla rịarịnị, a je-anị a ihe ọ rịarị, onye chọrụ ihe je-achọta, onye kụrụ ẹka na ụkpụkpanị na e meheeri e."
"“Which of you, if your son asks for bread, will give him a stone?","Ndaa onye na ime uunu nde bụ nna, nwa a je-abịa bịa arịa buredi na ọ pata mkpume payie?"
"Or if he asks for a fish, will give him a snake?",Ma ọ bụgụ nwa a je-asị ya ọ nị a ụba na ọ chịta agwọ chịyie na ẹka?
"If you, then, though you are evil, know how to give good gifts to your children, how much more will your Father in heaven give good gifts to those who ask him!","Ibe unuande bụ madụ, ihe ọjọọ juru ime maarị nke a ga na-anị ụmụ uunu ihe dị ma, ndazukwenue nke Nnade uunu onye nọ na elugwe aamagị anị nde rịarịanị ihe dị ma!"
"So in everything, do to others what you would have them do to you, for this sums up the Law and the Prophets.","Ọ bụ a meri, gị marị ihe nde madụ je-eme gi na ọ dị gị ma, mieri nde ọzọ. Ọ bụ a bụ nchịkọta iwu Mosisi na ohu maa ihe nde amụma kwuru."
The Narrow and Wide Gates,Ọnụ Ụzọ Dị Mkpamkpa Yaa Nke Sarị Asa
"“Enter through the narrow gate. For wide is the gate and broad is the road that leads to destruction, and many enter through it.","“Unu ga ọnụ ụzọm dị mkpamkpa gabaa, maka na ọnụ ụzọm sarị asa, ụzọ a dịa gbọọrịị na-edubee na alam-na-iyi, ntụtụ madụ na-agakwanụ a."
"But small is the gate and narrow the road that leads to life, and only a few find it.","Ọbụ na ọnụ ụzọm hanwa wagụụ, ụzọ a siko ike bụ nke na-edubee na ndụ agwụ-agwụ, ọ dịkwanụnwa akpụ[1]rụ madụ ole na-achọvụta a."
True and False Prophets,Osisi Yaa Akpụrụ Ọ Mịrị
"“Watch out for false prophets. They come to you in sheep’s clothing, but inwardly they are ferocious wolves.","“Unu kpacharị ẹnya maka nde amụma ụga. Wo na-emebenwe ka wo bụ atụrụ na elu ụhụ, ọbụ na ime wo, na wo abụrụ agụ owuru."
"By their fruit you will recognize them. Do people pick grapes from thornbushes, or figs from thistles?",Unu ma amata wo hite na ihe wo na-emege. Ọ dị onye na-eje na ọhịa obiogwu je-agọta akpụrụ ụkpụkpa ma ọ bụgụ ọchịgịcha?
"Likewise, every good tree bears good fruit, but a bad tree bears bad fruit.",Ezibe osisi ọọbụla je-amị ezibe akpụrụ; na osisi ọjọọ amịa akpụrụ ọjọọ.
"A good tree cannot bear bad fruit, and a bad tree cannot bear good fruit.","Ezibe osisi amagị amị akpụrụ ọjọọ, dịkọkwanụgụ ma osisi ọjọọ mịa ezibe akpụrụ."
Every tree that does not bear good fruit is cut down and thrown into the fire.,"Osisi ọọbụla aamịgị akpụrụ ọma, a je-egbutu e kpọa ọkụ."
"Thus, by their fruit you will recognize them.",Nke bụanị bụ na unu je-amata ya nde amụma ụgam hite na ihe wo na-emege.
"“Not everyone who says to me, ‘Lord, Lord,’ will enter the kingdom of heaven, but only the one who does the will of my Father who is in heaven.","“Ọ bụgụ madụ oohu na-asị m ‘Onyenwoayị, Onyenwoayị,’ je-agaba na Alịeze Elugwe, kama ọ bụ onye ọọbụla na-eme ihe Nna m nọ na elugwe chọrụ."
"Many will say to me on that day, ‘Lord, Lord, did we not prophesy in your name and in your name drive out demons and in your name perform many miracles?’Then I will tell them plainly, ‘I never knew you. Away from me, you evildoers!’","Na ya izukum, ntụtụ madụ je-asị m, ‘Onyenwoayị, Onyenwoayị, ọkwaa na ayị jiri ẹha gị na-evu amụma, na-achụfụkọga maaọjọọ jigeri nde madụ, rụkọgadụa ntụtụ ọrụ ebube na ẹha gị?’ 23Ya mgbem na mụ asị wo, ‘Ọ dịgị mgbe m mmaarị nde unu bụ; fụ m na ihu unuande ọrụ ihe ọjọọnwa!’"
The Wise and Foolish Builders,Ụzọ Ntọalị Ẹbọọ
“Therefore everyone who hears these words of mine and puts them into practice is like a wise man who built his house on the rock.,"“Onye ọọbụla nụrụ ihie m na-ekwu tiyie na ọrụ dịka onye maarị ihe jeri owuwu ulo e, je-ewukwesi e na elu mkpume."
"The rain came down, the streams rose, and the winds blew and beat against that house; yet it did not fall, because it had its foundation on the rock.","Mgbe mini ozuzo bịarị, oke okpukpo mini na-ekpo, ihuhe pavuru bịa-akwaŋaa ya ulom ta ka ọ da, maka na a tọrụ ntọalị ya ulom na elu oke mkpume."
But everyone who hears these words of mine and does not put them into practice is like a foolish man who built his house on sand.,"Ọbụ na onye nụrụ ihie m na-ekwu ta ka o mie eme dịka onye iberibe jeri owuwu ulo e, je-eweri enwe wukwesi na elu nvọẹja."
"The rain came down, the streams rose, and the winds blew and beat against that house, and it fell with a great crash.”","Mgbe mini bịarị bịa-ezoe, okpukpo mini bido, ihuhe pavuru bịa-akwaŋaa ya ulom, ya o kwe gbirigidi, kụa pịagapịaga.”"
"When Jesus had finished saying these things, the crowds were amazed at his teaching,","Mgbe Jisọs kwuduru ya ihie na ohu, ndem na ohu nụrụ ihe o ziri wo gbatụ na ẹka, ya o ju wo ẹnya."
"because he taught as one who had authority, and not as their teachers of the law.","Maka na Jisọs ziri wo ihe ka onye ihe docheri ẹnya, ọ bụgụ ka nde ozizi iwu Mosisi."
"When Jesus came down from the mountainside, large crowds followed him.","Mgbe Jisọs hi na ya elu ugwum kpọride, ntụtụ madụ sochie ye azụ."
"A man with leprosy came and knelt before him and said, “Lord, if you are willing, you can make me clean.”","Nwoke aanị ụhụọcha nọrụ na-eme garị bịa-egbusi ikpere na ihu Jisọs sị a, “Onyenwoayị, ya ọ bụrụnwa na o heri gi, i nworu ikike ime na ụhụọchaa ala m.”"
"Jesus reached out his hand and touched the man. “I am willing,” he said. “Be clean!” Immediately he was cleansed of his leprosy.","Jisọs setie ẹka detu ya nwokem sị a, “O heri m, nworu onwogu!” Na ya nzizi aanịm, ya nwokem bụzuru onye a gwọrụ ụhụọcha."
"Then Jesus said to him, “See that you don’t tell anyone. But go, show yourself to the priest and offer the gift Moses commanded, as a testimony to them.”","Jisọs sị ya nwokem a gwọrụ ụhụọcha, “Na ọ dịkwa onye ị na-ịkparị ihe merini. Garịm la ihuanị je-egusi nde ọchụẹja onwogu. Wete ihom iwu Mosisi kwuru na-anịje igusi na-agwọrụ madụ ụhụọcha. Na ọ bụrụ ihe ịgba ama na ihu ọha na-asachawo gụ.”"
The Faith of the Centurion,Onye Ọchịaga Nde Rom Nworu Okwukwe
"When Jesus had entered Capernaum, a centurion came to him, asking for help.","Mgbe Jisọs gabatarị Kapanọm, onye ọchịaga nde Rom aanị garị jekwute e, bịa na-egoro e sị a,"
"“Lord,” he said, “my servant lies at home paralyzed, suffering terribly.”","“Onyenwoayị, ẹnwụmaa anwụ-jisiwo nwaọrụ m ụhụ. Ọ tọgbọọrụrị na ulo na-ata ahụhụ.”"
"Jesus said to him, “Shall I come and heal him?”","Jisọs sị a, “Gaa na mụ eeje je-agwọa ya.”"
"The centurion replied, “Lord, I do not deserve to have you come under my roof. But just say the word, and my servant will be healed.","Ọbụ na ya onye ọchịagam sịrị Jisọs, “Onyenwoayị, erugu m eru ka onye i je-ịbịa na ulo e, kama keyenwe na ibie kwufu okwu na ihe na-eme nwaọrụ m alaga."
"For I myself am a man under authority, with soldiers under me. I tell this one, ‘Go,’ and he goes; and that one, ‘Come,’ and he comes. I say to my servant, ‘Do this,’ and he does it.”","Maka na mụoni nwom nde nọ m na elu na ọchịchị, nwokokwenuru nde aga nọ m na okpuru m na-achị. Onye m sị ‘Bịa na ibie,’ na ọ bịa, m sị onye ọzọ ‘Jee na ibom,’ na o jege. Nwa-ọrụ m m sị ‘Me ẹɦụa,’ na o mie ye.”"
" When Jesus heard this, he was amazed and said to those following him, “Truly I tell you, I have not found anyone in Israel with such great faith.","Mgbe Jisọs nụdụrụ ihe nwokie kwuru, ya o ju e ẹnya, ya ọ sị ndem soru eni, “Na eziokwu ọ dịgị onye m hụworu na Izirẹlụ nworu otue okwukwie nwokie nwo."
" I say to you that many will come from the east and the west, and will take their places at the feast with Abraham, Isaac and Jacob in the kingdom of heaven.","Ana m akacharị a unu, ntụtụ madụ je-ehi na ọwụwa ẹnyanwụ maa na ọdịda ẹnyanwụ, bịa-anọdụa na oriri woa Eburaham maa Aịziki yaa Jekọb na Alịeze Elugwe."
" But the subjects of the kingdom will be thrown outside, into the darkness, where there will be weeping and gnashing of teeth.”","Ọbụ na ndem kwesihudiri ịnọ na ya Alịezem je-abụ nde a je-achụfụ na wo eje je[1]anọdụa na ya ime ẹtụlịm, ibe ịkwa ẹkwa yaa ịta ikikere eze je-adị.”"
" Then Jesus said to the centurion, “Go! Let it be done just as you believed it would.” And his servant was healed at that moment.","Jisọs tụgarịa sị ya nwoke onye ọchịagam, “Laa, na e mieri gi e ẹɦụm i kweyeri na ọ je-ọdị.” Na ya mgbemkọm nwa-ọrụa nke nwokie nwote onwoe, ụhụ dịzu e ma."
Jesus Heals Many,Jisọs Gwọa Ntụtụ Madụ
" When Jesus came into Peter’s house, he saw Peter’s mother-in-law lying in bed with a fever.","Mgbe Jisọs gabatarị ulo Pita, ya ọ bụrụ ibe ne nyee ye zune na ugbo, ivoyi jiri e."
" He touched her hand and the fever left her, and she got up and began to wait on him.","Jisọs gidie na ẹka, gwọa ya ya ụhụkam. Ya ọ pa[1]vuru na-emegezuru eri ihe."
" When evening came, many who were demon-possessed were brought to him, and he drove out the spirits with a word and healed all the sick.","Mgbe o ruru na mgbẹnyasị, nde madụ na-ekuteri Jisọs nde maaọjọọ jigeri, Jisọs jiri okwu ọnụ a na-achụfụsị ya maaọjọọmga, na-agwọkọga nde ụhụ aadịgadịgị ma."
 This was to fulfill what was spoken through the prophet Isaiah: “He took up our infirmities and bore our diseases.”,"Ihie bụrụ iji mezue ihe onye amụ[1]ma Ayịzaya deri na Ẹkwụkwọ Nsọ sị, “O welehiwo ntaram-ahụhụ aayị, vulehi ụhụka aayị oohu.”"
The Cost of Following Jesus,Ihe O Je-ori Iso Jisọs
" When Jesus saw the crowd around him, he gave orders to cross to the other side of the lake.","MgbeJisọs hụrụ ntụtụ madụ gbarị a gburugburu, ya ọ sị na wo gabuge na ndabu ẹnyụm Galili."
" Then a teacher of the law came to him and said, “Teacher, I will follow you wherever you go.”","Onye ozizi iwu Mosisi aanị garị jekwute Jisọs bịa-asị a, “Onye ozizi, eje m eso gu je ibe ọọbụla i jije.”"
" Jesus replied, “Foxes have dens and birds have nests, but the Son of Man has no place to lay his head.”","Jisọs sị a, “Anụọhịa nwoge mkputu, nnụnụ nwogedueri ẹkwịnị, ọbụ na Nwa Nke Madụ enwogu ibe o na-ohibe isi.”"
" Another disciple said to him, “Lord, first let me go and bury my father.”","Onye ọzọ na nde na-eso ụzọ Jisọs sị a, “Onyenwoayị, na mụ ejehee je-akwadụhaa ozu nna m.”"
" But Jesus told him, “Follow me, and let the dead bury their own dead.”","Ọbụ na Jisọs sịrị a, “So m, hasịarị nde nwụhụrụ anwụhụ ozu na wo kwaje.”"
Jesus Calms the Storm,Jisọs Kwụsị Oke Akpara Mini
 Then he got into the boat and his disciples followed him.,"Mgbe Jisọs bayeri na ụgbọ, nde na-eso ụzọ a soko e baye."
" Suddenly a furious storm came up on the lake, so that the waves swept over the boat. But Jesus was sleeping.","E jehubeturu, oke uhuhe tụlie akpa[1]ra mini, nke na ụgbọ nọrụ na-achọ okpukpu. Ọbụ na Jisọs nọrụrị na ụra na ime ụgbọ."
" The disciples went and woke him, saying, “Lord, save us! We’re going to drown!”","Wo garị jege je-emetie ye sị, “Onyenwoayị, pavuru zọfụta ayị! Mini na-achọ ayị oriri!”"
" He replied, “You of little faith, why are you so afraid?” Then he got up and rebuked the winds and the waves, and it was completely calm.","Jisọs sị wo, “Ọ bụ gịnị meri unu na-asọ otue ụjọa? Unua ndie okwukwe wo eehigi ne.” Jisọs pavuru vachikote ya ihuhem maa akpara minim ẹnya, ibeaha daa pịam."
" The men were amazed and asked, “What kind of man is this? Even the winds and the waves obey him!”","Ya o jukote wo ẹnya ihe gbarịnị, wo sị, “Ọ bụ otue madụ gịnị dị ẹɦụa? Ihuhe maa akpara mini na-erubekogeri e isi.”"
Jesus Restores Two Demon-Possessed Men,Ọgwụgwọ Ndikom Ẹbọọ Maa Ọjọọ Jiri
" When he arrived at the other side in the region of the Gadarenes, two demon-possessed men coming from the tombs met him. They were so violent that no one could pass that way.","Mgbe wo dabugeri ndabu ya ẹnyụmmụ, na ọnụmara alị nde Gadara, nde dimkpa ẹbọọ maaọ-jọọ jiri hi na ọtụtẹja garị jekwute Jisọs. Wo dịrị ikike dị ọjọọ ọkam nke na ọ dịdịgị onye ụjọ na-ekwe ga ya ọtụtẹjam wo nọrụ ụzọ."
" “What do you want with us, Son of God?” they shouted. “Have you come here to torture us before the appointed time?”","Wo tie mkpu sị Jisọs, “Ndaa ihe ayịa gị jiko, Ọkpara Chineke? Ị bịawo ịta ayị ahụhụ mgbe ogie aaka erugu?”"
 Some distance from them a large herd of pigs was feeding.,O nworu igwe ezi nọrụ na ndaga ya ibom na-akpa nri.
" The demons begged Jesus, “If you drive us out, send us into the herd of pigs.”","Ya maaọjọọmga gororu Jisọs sị a, “Ya ọ bụrụ na ị je-achụfụta ayị na ime ndie ayị ji, chụba ayị na igwe ezimga.”"
" He said to them, “Go!” So they came out and went into the pigs, and the whole herd rushed down the steep bank into the lake and died in the water.","Jisọs sị wo, “Unu jee!” Wo hi na ime ya ndem wo jiri fụta je-agabadụa na ya igwe ezimga. Ya ezim na ohu chịsị ọsọ je-awụbaa na ime ẹnyụm, nwụhụdụa."
" Those tending the pigs ran off, went into the town and reported all this, including what had happened to the demon-possessed men.","Nde nọrụ na-achị ya ezimga kpefu ọsọ mgbe wo hụrụ ihe gbarịnị, garị je-akpaarị nde nọ na ezi ihe meri ya ezi womga maa ihe gbaarị ndem maaọjọọ jiri."
"Then the whole town went out to meet Jesus. And when they saw him, they pleaded with him to leave their region.","Ya nde alịm kwagbụkọ na-ejekwu Jisọs. Mgbe wo hụrụ a, wo gororu e sị a bikoo sọhụrụ wo na alị wo."
"Paul, a servant of Christ Jesus, called to be an apostle and set apart for the gospel of God—","Ọ bụ m Pọl, nwaọrụ Karaịs Jisọs, onye Chineke kuru ịbụ onyeozi Karaịs a họtarị izise oziọma bayeri Chineke na-ederi unu ẹkwụkwọa."
the gospel he promised beforehand through his prophets in the Holy Scripture,"Oziọma Chineke jiri nde amụma a kwe nkwa ẹkamgbe dịka nke e deri e na Ẹkwụkwọ Nsọ,"
"regarding his Son, who as to his earthly life was a descendant of David,","ihe bayeri Ọkpara a, onye bịarị na ụwa dịka madụ hite na eriri Devidi."
and who through the Spirit of holiness was appointed the Son of God in power by his resurrection from the dead: Jesus Christ our Lord.,Chineke gusiri na ọ bụ Ọkpara a hite na omumie na o hi na ọnwụ pavuru na ike nke Maa Nsọ: Jisọs Karaịs Onyenwoayị.
Through him we received grace and apostleship to call all the Gentiles to the obedience that comes from faith for his name’s sake.,"Chineke kwobe Jisọs Karaịs gusi ayị ẹwụọma a, me ayị bụrụ ndeozi Karaịs je-ekufute ntụtụ madụ na etiti nde aabụgụ nde Juu, na wo sokoru ruberi Chineke isi, nwoe ntụkwasịobu maka ẹha a."
And you also are among those Gentiles who are called to belong to Jesus Christ.,Unuande Rom sokozu na ya ndem Chineke kuru na unu bụkọzuru ndeke Jisọs Karaịs.
To all in Rome who are loved by God and called to be his holy people: Grace and peace to you from God our Father and from the Lord Jesus Christ.,"Ana m ederi unu oohu nde bu na Rom ẹkwụkwọa, bụ nde Chineke hụrụ na ẹnya, ku wo, ịbụ ndekie dị nsọ. Na udo yaa ẹwụọma Chineke bụ Nnade aayị yaa nke Jisọs Karaịs bụ Onyenwoayị dịrị unu."
Paul’s Longing to Visit Rome,Ya Ọ Gụa Pọl Ẹgụ Ije Rom
"First, I thank my God through Jesus Christ for all of you, because your faith is being reported all over the world.","Nke mbụ, aga m ẹka Jisọs Karaịs na-ekele Chineke m na isi uunu, maka a na-akpa ihe baye[1]ri okwukwe uunu na ụwa na ohu."
"God, whom I serve in my spirit in preaching the gospel of his Son, is my witness how constantly I remember you","Chineke, Onye m ji obu m na ohu na-ejeri ezise oziọma bayeri Ọkpara a, bụ onye ẹkebe m na ana m arịta unu"
in my prayers at all times; and I pray that now at last by God’s will the way may be opened for me to come to you.,"mgbe ọọbụla na ekpere. Ana m egororu Chineke ya ọ bụrụ na ọ chọrụ a, na o meheeri m ụzọ na mụ eenwo ike ịkpakwute unu."
I long to see you so that I may impart to you some spiritual gift to make you strong—,"Ọ na-ọgụ m ẹgụ ọkam ịhụ unu, ma m nwo ike weteri unu ụfọdị ihe ọnịnị nke ime maa, ma unu guzosie ike."
"that is, that you and I may be mutually encouraged by each other’s faith.",Ọ bụ ahịaga ma ayị gbatarị onwaayị ume na okwukwe ayị nwo.
"I do not want you to be unaware, brothers and sisters, that I planned many times to come to you (but have been prevented from doing so until now) in order that I might have a harvest among you, just as I have had among the other Gentiles.","Achọgụ m na unu amakwa, ụmụnna, na ọ dịwo akpa ntụtụ ẹkamgbe m hịhịadụrụ ma m bịa nke uunu. Ọbụ na o nwom ihe na-egbochu mụ eni tututu rute ẹɦụọdị. Obu m bụ ma m nwo ike kuteri Jisọs nde na-eso ụzọ a na etiti uunu ẹɦụm m nwoteduworu na mba ọzọga nde aabụgụ nde Juu."
"I am obligated both to Greeks and non-Greeks, both to the wise and the foolish.","Eji m mba oohu ụgwọ, maa nde bụ nde Giriki maa nde aabụgụ, maa nde maarị ihe maa nde aadịgị nke wo maarị."
That is why I am so eager to preach the gospel also to you who are in Rome.,Ọ bụ a meri Ẹkwụkwọ Pọl Dejeeri Nde Rom ọ na-ọgụsi m ẹgụ ike iziko unuande nọ na Rom oziọma. Ikike Oziọma
"For I am not ashamed of the gospel, because it is the power of God that brings salvation to everyone who believes: first to the Jew, then to the Gentile.","Izi oziọma adịgị m egwu, maka na ọ bụ a bụ ikike Chineke ji na-azọfụta ụmụ madụ, nde kwerini: hitehee na nde Juu ta na o rubeje nde aabụgụ nde Juu."
"For in the gospel the righteousness of God is revealed—a righteousness that is by faith from first to last, just as it is written: “The righteous will live by faith.”","Maka na ọ bụ na ime ya oziọmaa bụ ibe e kpuheri ụmara-ọma nke Chineke. Ọ dabeeri hite na isi rue na ọgwụgwụ na onwunwo okwukwe. Dịka nke e deri e na Ẹkwụkwọ Nsọ, “Nde ụmara-ọma je-adị ndụ hite na okwukwe wo.”"
God’s Wrath Against Sinful Humanity,Iwe-ọkụ Chineke Na Ibe Ụmụ Madụ Nọ
"The wrath of God is being revealed from heaven against all the godlessness and wickedness of people, who suppress the truth by their wickedness,","E hiwo na elugwe gusi iwe[1]ọkụ Chineke na ibe ụmụ madụ nọ, maka ihe ọjọọ wo yaa arụrụalị wo na-arụ, eekwegi na ya eziokwum bayeri Chineke fụta ihe."
"since what may be known about God is plain to them, because God has made it plain to them.",Iwe-ọkụ Chineke na-adakwasị wo maka na o gusituwo wo ihe ọọbụla wo kwesiri ịma bayeri Chineke.
"For since the creation of the world God’s invisible qualities—his eternal power and divine nature—have been clearly seen, being understood from what has been made, so that people are without excuse.","Hiteri na ẹkamgbe okike ụwa, ikikie aagwụgụ agwụ yaa ihom na ohu o jiri bụrụ Chineke, madụ eenwogu ike ịhụ ẹnya, Chineke emewo ahụtatuem nke wo dị. E nwo ike ịgọta wo hite na ihe oohu o keri eke, nke na madụ adịgị ihe o ji je-agọ ẹgụgọ na ihu Chineke."
"For although they knew God, they neither glorified him as God nor gave thanks to him, but their thinking became futile and their foolish hearts were darkened.","Na mgbe wo madụụrụm na ọ bụ a bụ Chineke, ka wo aasọfụrụ a ka Chineke, nịgị a otuto yaa ekele ruturu eni, kama ọrịrị wo bụrụ ihe amaka, obu iberibe wo techuhudue."
"Although they claimed to be wise, they became fools","Wo na-asị na wo bụ nde maarị ihe, ọbụ na wo bụ nde iberibe."
and exchanged the glory of the immortal God for images made to look like a mortal human being and birds and animals and reptiles.,"Kama wo je na-ekperi Chineke onye ebube aanwụhụgụ anwụhụ, wo je-apịtadụa ihe wo pịrị na oyiye madụ amaka na-anwụhụ anwụhụ, ma ọ bụgụ na ụdịdị nnụnụ, ma ọ bụgụ na ụdịdị anụ kwụ ọkpa, ma ọ bụgụ na ụdịdị ihe na-arịga arị, debe na-ekperi."
Therefore God gave them over in the sinful desires of their hearts to sexual impurity for the degrading of their bodies with one another.,Ọ bụ a meri Chineke wefuuru wo ẹka wo je-emeje nke dị wo ma. Wo wụjube na-eme ihe rụrụ arụ wo kpụtarị na obu wo. Wo na-enwo mmeko nwoke yaa nwanyị aalụtaarịgị onwowo.
"They exchanged the truth about God for a lie, and worshiped and served created things rather than the Creator—who is forever praised. Amen.","Wo tụgarịa eziokwu ihe oohu bayeri Chineke weri ụga bube ụzọ, je na-akpọrụ ihe e keri eke isi na alị, na-ejeri e ozi ta hasịa Onyem keri ihe ọọbụla. Onye yaanịa nwo otuto na ohu rue mgbe agwụ-agwụ. Amịn."
"Because of this, God gave them over to shameful lusts. Even their women exchanged natural sexual relations for unnatural ones.","Maka na wo meri ya ẹɦụm, Chineke habue wo wo dasiri na-eme ihe mmechu-ihu na-agụ wo ẹgụ na omume. Maa nde ụmụ nwanyị wo agbanwokoduwo mmekorite na nke o kwesiri ịdị, na-emezu nke aabụgụ anị."
"In the same way the men also abandoned natural relations with women and were inflamed with lust for one another. Men committed shameful acts with other men, and received in themselves the due penalty for their error.","Nde nwokeko habuzue inwo mmeko nwoke yaa nwanyị nke Chineke deberi e, na-achọzu nwoke ibe wo. Na nwoke yaa nwoke ibie ana-enwo mmeko ana-asọ egwu. Ọ bụ a meri wo na-anata ntaram-ahụhụ kwesiri woni maka omume ihe rụrụ arụ dịga ya ẹɦụm."
"Furthermore, just as they did not think it worthwhile to retain the knowledge of God, so God gave them over to a depraved mind, so that they do what ought not to be done.","Ọzọ bụ na maka na wo jụkarị ịmata ihe wo kwesiri ịma bayeri Chineke, Chineke habue wo wo na-akpụta ihe rụrụ arụ na obu wo gbagọrụ agbagọ na-eme. Na-eme ihe eekwesigi ekwesi na wo meri."
"They have become filled with every kind of wickedness, evil, greed and depravity. They are full of envy, murder, strife, deceit and malice. They are gossips,","Ụrụ alị dị iche iche ejuwo wo obu; ihe ọjọọ, ẹnya-ukwu yaa ndụ ọjọọ. Wo bụrụ nde ẹnyụhụ, nde na-egbu madụ, nde na-akpa oke, nde ụgọrọ, na-evuru madụ ibe wo ihe na obu, nde na-akpa asịrị,"
"slanderers, God-haters, insolent, arrogant and boastful; they invent ways of doing evil; they disobey their parents;","nde na-ekwuto madụ ibe wo, nde ihe Chineke aadịgị ma, nde na-akparị madụ, nde mpako yaa ọtamba, nde na-arịfụta nke a ga na-arụ alị na-efu eze elu, nde na-enufuru nde mụrụ wo isi,"
"they have no understanding, no fidelity, no love, no mercy.","nde amamihe kọrụ, eekwesigi na a tụkwasị wo obu, nde obu-ọjọọ, nde dị ụrụ aahatagị a ahata."
"Although they know God’s righteous decree that those who do such things deserve death, they not only continue to do these very things but also approve of those who practice them.","Wo amakọduworu ntụziẹka ọma nke Chineke, na ọnwụ na-eche nde na-eme ihe dị ya ẹɦụm, wo gaam na ihu na-eme ihe wo na-eme. Ka ọ bụnwa na wo na-emie kama wo na-akwagideko nde na-eme ihe dịga ya ẹɦụm."
God’s Righteous Judgment,Ikpe Nkwụm-ọtọ Chineke
"You, therefore, have no excuse, you who pass judgment on someone else, for at whatever point you judge another, you are condemning yourself, because you who pass judgment do the same things.","Unuande enwogu ngọfụ ọọbụla mgbe unu na-ekpe nde ọzọ ikpe na ihe ọjọọ wo na-eme. Maka na mgbem i kperi onye ọzọ ikpe, ikpe makọrụ gụ ibe ọ bụ na gịoni na-emeko ihom i kwoberi na-ekpe nde ọzọ ikpe."
Now we know that God’s judgment against those who do such things is based on truth.,Ayị maarị na Chineke ji eziokwu na-ekpe nde na-eme ihe dịga ya ẹɦụm ikpe.
"So when you, a mere human being, pass judgment on them and yet do the same things, do you think you will escape God’s judgment?","Unu na-arịị na unuande bụ madụ amaka na-emekoge ihe dị ya ẹɦụm, ta na-ekpe nde na-emieni ikpe je-agbanahị ikpe Chineke?"
"Or do you show contempt for the riches of his kindness, forbearance and patience, not realizing that God’s kindness is intended to lead you to repentance?",Saa unu na-eleli obuọma maa ndidi yaa nnagide Chineke na-enwo na ibe unu nọ; ọ bụ ahịaga na unu amagị na obuọma Chineke bụnwa ma unu nwo ike tụgarịa habue omume ihe ọjọọ?
"But because of your stubbornness and your unrepentant heart, you are storing up wrath against yourself for the day of God’s wrath, when his righteous judgment will be revealed.","Ọbụ maka na unu akpọwo ekwe nkụ, mechisie obu uunu ike meri iwe-ọkụ Chineke dị na-echeri unu na ya izuku iwe-ọkụm nke Chineke, mgbe e je-ekpuhe ikpe nkwụm-ọtọ a."
God “will repay each person according to what they have done.”,Na Chineke akwụa madụ oohu ụgwọ-ọrụ ihe oohu wo meri na ụwa.
"To those who by persistence in doing good seek glory, honor and immortality, he will give eternal life.","Ndem nọgideri na omume ihe ọma maka na wo nọrụ na-atụ ẹnya ebube yaa mpali elu maa anwụhụgụ anwụhụ, Chineke je-anị wo ndụ agwụ-agwụ."
"But for those who are self-seeking and who reject the truth and follow evil, there will be wrath and anger.","Ọbụ na ndem ihe bayeri onwowo dachiri obu, jụkarị ya eziokwum nke Chineke, na-ebu isi kpụlịkpụlị na omume ihe ọjọọ; Chineke je-eweri wo iwe, weri iwe-ọkụ a mesie wo ike."
"There will be trouble and distress for every human being who does evil: first for the Jew, then for the Gentile;","Ndem na ohu na-etiye ẹka na omume ihe ọjọọ je-ahụsi ẹnya, jie ihe ọkụ, hite na nde Juu bụ nde o je-obu ụzọ rube ta na ọ gazue ndem aabụgụ nde Juu."
"but glory, honor and peace for everyone who does good: first for the Jew, then for the Gentile.","Ọbụ na Chineke je-eji ebube, mpali elu yaa udo gọzie ndem na-eme ihe ọma: hitekweri na nde Juu bụ nde je-ebute ụzọ, ta na o zue nde aabụgụ nde Juu."
For God does not show favoritism.,Maka na Chineke elegi madụ ẹnya na ihu ma ya o kpefue ikpe.
"All who sin apart from the law will also perish apart from the law, and all who sin under the law will be judged by the law.","Nde aabụgụ nde Juu aamagị ihe bayeri iwum Chineke nịrị Mosisi, wo mie ihe ọjọọ na Chineke ekpie wo ikpe na-ejigi ya iwum. Taa nde Juu bụ nde a nịrị ya iwum, wo mie ihe ọjọọ na Chineke ejiri ya iwum kpie wo ikpe."
